reference;type_operation;categorie_produit;quantite;prix_unitaire;valeur_marchandise;devise;pays_origine;pays_destination;mode_transport;distance_km;poids_kg;niveau_douane;priorite;date_operation;saison;duree_prevue_jours;date_livraison_prevue;duree_reelle_jours;date_livraison_reelle;retard
EXP-00125;EXPORT;ELECTRONIQUE;420;555.3;233226.0;EUR;Maroc;Pays-Bas;ROUTIER;2564;1906.11;MOYEN;NORMALE;2024-01-20;HIVER;6;2024-01-26;4;2024-01-24;0
IMP-00126;IMPORT;COSMETIQUE;3157;399.5;1261221.5;EUR;Espagne;Maroc;MARITIME;1044;2245.31;FAIBLE;NORMALE;2022-09-01;AUTOMNE;8;2022-09-09;11;2022-09-12;1
EXP-00127;EXPORT;EQUIPEMENT_MEDICAL;462;15707.42;7256828.04;EUR;Maroc;Allemagne;ROUTIER;2832;22883.27;ELEVE;NORMALE;2024-08-28;ETE;6;2024-09-03;4;2024-09-01;0
EXP-00128;EXPORT;ELECTRONIQUE;387;3048.03;1179587.61;USD;Maroc;Royaume-Uni;ROUTIER;2281;373.79;ELEVE;URGENTE;2024-09-30;AUTOMNE;5;2024-10-05;3;2024-10-03;0
IMP-00129;IMPORT;ELECTRONIQUE;607;4375.99;2656225.93;MAD;Turquie;Maroc;AERIEN;4600;2574.55;MOYEN;URGENTE;2025-03-30;PRINTEMPS;3;2025-04-02;3;2025-04-02;0
IMP-00130;IMPORT;MACHINES;54;19385.97;1046842.38;USD;Royaume-Uni;Maroc;MARITIME;2279;75409.68;ELEVE;URGENTE;2023-01-26;HIVER;12;2023-02-07;10;2023-02-05;0
EXP-00131;EXPORT;AGRICOLE;9109;116.16;1058101.44;MAD;Maroc;Corée du Sud;MARITIME;10956;174367.87;MOYEN;NORMALE;2023-03-01;PRINTEMPS;30;2023-03-31;29;2023-03-30;0
EXP-00132;EXPORT;AUTOMOBILE;295;2834.62;836212.9;EUR;Maroc;Italie;ROUTIER;2304;6862.24;MOYEN;NORMALE;2025-06-03;ETE;5;2025-06-08;3;2025-06-06;0
EXP-00133;EXPORT;EQUIPEMENT_MEDICAL;351;16524.13;5799969.63;EUR;Maroc;Espagne;ROUTIER;989;47180.08;MOYEN;NORMALE;2023-07-15;ETE;4;2023-07-19;6;2023-07-21;1
EXP-00134;EXPORT;AGRICOLE;4005;64.61;258763.05;USD;Maroc;Turquie;AERIEN;4695;43509.69;FAIBLE;NORMALE;2025-09-05;AUTOMNE;3;2025-09-08;4;2025-09-09;1
IMP-00135;IMPORT;TEXTILE;3485;178.54;622211.9;EUR;France;Maroc;ROUTIER;2036;5122.85;ELEVE;URGENTE;2025-07-30;ETE;5;2025-08-04;4;2025-08-03;0
IMP-00136;IMPORT;PHARMACEUTIQUE;2681;299.71;803522.51;MAD;États-Unis;Maroc;MARITIME;6675;443.35;FAIBLE;NORMALE;2024-09-04;AUTOMNE;18;2024-09-22;17;2024-09-21;0
IMP-00137;IMPORT;COSMETIQUE;4158;101.29;421163.82;USD;Canada;Maroc;MARITIME;6223;6280.89;FAIBLE;NORMALE;2022-12-27;HIVER;21;2023-01-17;20;2023-01-16;0
EXP-00138;EXPORT;ALIMENTAIRE;8761;72.86;638326.46;USD;Maroc;Émirats arabes unis;MARITIME;5768;18306.56;MOYEN;NORMALE;2025-08-06;ETE;19;2025-08-25;17;2025-08-23;0
IMP-00139;IMPORT;EQUIPEMENT_MEDICAL;443;19342.41;8568687.63;MAD;Allemagne;Maroc;ROUTIER;2780;27076.52;MOYEN;NORMALE;2025-10-13;AUTOMNE;6;2025-10-19;6;2025-10-19;0
EXP-00140;EXPORT;AGRICOLE;4874;286.44;1396108.56;EUR;Maroc;Italie;ROUTIER;2249;30114.14;MOYEN;NORMALE;2023-06-19;ETE;5;2023-06-24;4;2023-06-23;0
EXP-00141;EXPORT;TEXTILE;2516;196.42;494192.72;EUR;Maroc;Turquie;MARITIME;4706;1863.0;MOYEN;URGENTE;2025-11-06;AUTOMNE;16;2025-11-22;15;2025-11-21;0
IMP-00142;IMPORT;AUTOMOBILE;706;3798.22;2681543.32;USD;États-Unis;Maroc;MARITIME;6228;61732.9;MOYEN;NORMALE;2025-01-05;HIVER;18;2025-01-23;16;2025-01-21;0
IMP-00143;IMPORT;MACHINES;67;46974.85;3147314.95;EUR;Allemagne;Maroc;ROUTIER;2861;92230.57;ELEVE;NORMALE;2023-02-19;HIVER;6;2023-02-25;9;2023-02-28;1
EXP-00144;EXPORT;PHARMACEUTIQUE;228;408.03;93030.84;USD;Maroc;Corée du Sud;MARITIME;11270;374.4;FAIBLE;NORMALE;2022-04-29;PRINTEMPS;32;2022-05-31;32;2022-05-31;0
IMP-00145;IMPORT;COSMETIQUE;1574;386.8;608823.2;EUR;Belgique;Maroc;MARITIME;2620;2429.25;MOYEN;URGENTE;2024-08-24;ETE;13;2024-09-06;12;2024-09-05;0
IMP-00146;IMPORT;MACHINES;16;21954.99;351279.84;USD;Corée du Sud;Maroc;MARITIME;11032;17562.46;FAIBLE;NORMALE;2022-06-14;ETE;28;2022-07-12;26;2022-07-10;0
EXP-00147;EXPORT;AUTOMOBILE;263;2357.06;619906.78;USD;Maroc;Canada;AERIEN;5813;4301.9;MOYEN;NORMALE;2024-05-18;PRINTEMPS;4;2024-05-22;4;2024-05-22;0
IMP-00148;IMPORT;TEXTILE;4965;36.12;179335.8;EUR;Espagne;Maroc;ROUTIER;1020;9103.71;MOYEN;NORMALE;2023-05-08;PRINTEMPS;3;2023-05-11;3;2023-05-11;0
EXP-00149;EXPORT;EQUIPEMENT_MEDICAL;168;17535.51;2945965.68;EUR;Maroc;Italie;ROUTIER;2270;19487.07;ELEVE;URGENTE;2022-10-14;AUTOMNE;5;2022-10-19;6;2022-10-20;1
EXP-00150;EXPORT;AGRICOLE;1268;291.83;370040.44;USD;Maroc;Chine;AERIEN;10171;23893.45;MOYEN;NORMALE;2025-07-06;ETE;5;2025-07-11;4;2025-07-10;0
IMP-00151;IMPORT;ALIMENTAIRE;8086;137.64;1112957.04;EUR;Belgique;Maroc;ROUTIER;2617;46182.24;FAIBLE;NORMALE;2023-05-09;PRINTEMPS;6;2023-05-15;5;2023-05-14;0
IMP-00152;IMPORT;PHARMACEUTIQUE;3139;680.2;2135147.8;EUR;France;Maroc;ROUTIER;2075;3847.47;MOYEN;NORMALE;2022-07-09;ETE;5;2022-07-14;4;2022-07-13;0
IMP-00153;IMPORT;AUTOMOBILE;995;3733.23;3714563.85;EUR;Italie;Maroc;MARITIME;2256;74566.34;MOYEN;NORMALE;2023-09-13;AUTOMNE;11;2023-09-24;14;2023-09-27;1
EXP-00154;EXPORT;MACHINES;40;29848.35;1193934.0;USD;Maroc;Chine;MARITIME;9997;41999.69;ELEVE;NORMALE;2024-02-19;HIVER;29;2024-03-19;36;2024-03-26;1
IMP-00155;IMPORT;ALIMENTAIRE;765;42.81;32749.65;EUR;Turquie;Maroc;MARITIME;4536;7160.88;FAIBLE;NORMALE;2022-04-04;PRINTEMPS;16;2022-04-20;22;2022-04-26;1
EXP-00156;EXPORT;AGRICOLE;8050;54.63;439771.5;USD;Maroc;Turquie;AERIEN;4351;128321.15;MOYEN;URGENTE;2023-06-12;ETE;4;2023-06-16;2;2023-06-14;0
IMP-00157;IMPORT;ELECTRONIQUE;792;156.82;124201.44;USD;Canada;Maroc;MARITIME;6078;939.46;FAIBLE;NORMALE;2022-03-11;PRINTEMPS;17;2022-03-28;15;2022-03-26;0
EXP-00158;EXPORT;ELECTRONIQUE;554;5009.63;2775335.02;EUR;Maroc;France;ROUTIER;2006;107.27;ELEVE;NORMALE;2024-09-16;AUTOMNE;5;2024-09-21;5;2024-09-21;0
IMP-00159;IMPORT;ALIMENTAIRE;4448;32.83;146027.84;USD;Chine;Maroc;MARITIME;10315;23838.03;MOYEN;NORMALE;2022-08-08;ETE;28;2022-09-05;28;2022-09-05;0
IMP-00160;IMPORT;ELECTRONIQUE;105;3706.98;389232.9;USD;Corée du Sud;Maroc;MARITIME;10974;323.36;MOYEN;NORMALE;2023-09-07;AUTOMNE;30;2023-10-07;44;2023-10-21;1
IMP-00161;IMPORT;AUTOMOBILE;932;4353.77;4057713.64;MAD;Italie;Maroc;ROUTIER;2195;82824.86;FAIBLE;URGENTE;2022-07-15;ETE;5;2022-07-20;7;2022-07-22;1
IMP-00162;IMPORT;ALIMENTAIRE;7025;139.69;981322.25;USD;Japon;Maroc;MARITIME;11574;22008.72;ELEVE;NORMALE;2022-02-02;HIVER;29;2022-03-03;27;2022-03-01;0
EXP-00163;EXPORT;TEXTILE;3680;131.43;483662.4;EUR;Maroc;France;ROUTIER;2021;1179.27;MOYEN;URGENTE;2022-06-10;ETE;5;2022-06-15;4;2022-06-14;0
IMP-00164;IMPORT;MATERIAUX_CONSTRUCTION;1977;763.35;1509142.95;EUR;Pays-Bas;Maroc;ROUTIER;2622;44769.35;MOYEN;NORMALE;2024-10-01;AUTOMNE;5;2024-10-06;7;2024-10-08;1
IMP-00165;IMPORT;COSMETIQUE;2694;186.74;503077.56;MAD;Turquie;Maroc;MARITIME;4699;615.48;MOYEN;NORMALE;2025-12-28;HIVER;15;2026-01-12;13;2026-01-10;0
EXP-00166;EXPORT;ELECTRONIQUE;101;3249.84;328233.84;EUR;Maroc;Espagne;ROUTIER;1010;84.36;MOYEN;NORMALE;2024-11-15;AUTOMNE;3;2024-11-18;3;2024-11-18;0
IMP-00167;IMPORT;COSMETIQUE;1488;78.03;116108.64;USD;Corée du Sud;Maroc;MARITIME;10992;948.16;MOYEN;NORMALE;2025-03-17;PRINTEMPS;27;2025-04-13;31;2025-04-17;1
EXP-00168;EXPORT;EQUIPEMENT_MEDICAL;105;14006.92;1470726.6;MAD;Maroc;Japon;MARITIME;10933;2179.35;ELEVE;NORMALE;2025-07-04;ETE;29;2025-08-02;43;2025-08-16;1
IMP-00169;IMPORT;MACHINES;78;94991.5;7409337.0;EUR;Belgique;Maroc;MARITIME;2454;34449.51;ELEVE;NORMALE;2025-08-26;ETE;12;2025-09-07;12;2025-09-07;0
EXP-00170;EXPORT;COSMETIQUE;3090;65.81;203352.9;MAD;Maroc;Belgique;ROUTIER;2523;3551.98;MOYEN;NORMALE;2023-10-30;AUTOMNE;6;2023-11-05;5;2023-11-04;0
IMP-00171;IMPORT;COSMETIQUE;4190;78.2;327658.0;USD;Canada;Maroc;MARITIME;5852;2683.79;MOYEN;NORMALE;2023-08-20;ETE;19;2023-09-08;17;2023-09-06;0
EXP-00172;EXPORT;ELECTRONIQUE;819;8719.01;7140869.19;USD;Maroc;Chine;MARITIME;10312;4621.54;ELEVE;NORMALE;2024-11-03;AUTOMNE;29;2024-12-02;39;2024-12-12;1
EXP-00173;EXPORT;MACHINES;56;15064.73;843624.88;USD;Maroc;États-Unis;MARITIME;6319;13567.84;MOYEN;NORMALE;2022-04-01;PRINTEMPS;19;2022-04-20;17;2022-04-18;0
IMP-00174;IMPORT;ELECTRONIQUE;504;1030.49;519366.96;EUR;Pays-Bas;Maroc;ROUTIER;2720;1706.65;ELEVE;NORMALE;2025-04-20;PRINTEMPS;6;2025-04-26;8;2025-04-28;1
EXP-00175;EXPORT;AGRICOLE;7912;99.08;783920.96;EUR;Maroc;Espagne;ROUTIER;1031;48621.05;ELEVE;NORMALE;2023-12-15;HIVER;3;2023-12-18;3;2023-12-18;0
IMP-00176;IMPORT;ALIMENTAIRE;5922;86.18;510357.96;USD;Chine;Maroc;MARITIME;9732;56809.35;FAIBLE;NORMALE;2024-11-22;AUTOMNE;24;2024-12-16;24;2024-12-16;0
EXP-00177;EXPORT;ELECTRONIQUE;731;2011.69;1470545.39;EUR;Maroc;Portugal;MARITIME;918;1680.51;MOYEN;NORMALE;2024-07-09;ETE;9;2024-07-18;10;2024-07-19;1
EXP-00178;EXPORT;MACHINES;77;41920.73;3227896.21;USD;Maroc;Chine;MARITIME;9614;62790.48;MOYEN;NORMALE;2023-06-22;ETE;28;2023-07-20;26;2023-07-18;0
IMP-00179;IMPORT;TEXTILE;2054;166.58;342155.32;EUR;Pays-Bas;Maroc;ROUTIER;2650;1295.72;MOYEN;NORMALE;2022-06-23;ETE;5;2022-06-28;3;2022-06-26;0
IMP-00180;IMPORT;ALIMENTAIRE;8522;46.88;399511.36;USD;Chine;Maroc;MARITIME;10342;17330.05;ELEVE;URGENTE;2025-08-14;ETE;26;2025-09-09;35;2025-09-18;1
EXP-00181;EXPORT;AGRICOLE;7309;214.49;1567707.41;EUR;Maroc;Portugal;ROUTIER;870;65695.23;MOYEN;NORMALE;2024-11-01;AUTOMNE;3;2024-11-04;2;2024-11-03;0
EXP-00182;EXPORT;MATERIAUX_CONSTRUCTION;281;1153.97;324265.57;USD;Maroc;Chine;AERIEN;10043;8556.29;MOYEN;NORMALE;2025-03-04;PRINTEMPS;5;2025-03-09;7;2025-03-11;1
IMP-00183;IMPORT;ELECTRONIQUE;470;2439.06;1146358.2;EUR;Belgique;Maroc;MARITIME;2397;3248.35;FAIBLE;URGENTE;2022-07-29;ETE;12;2022-08-10;10;2022-08-08;0
EXP-00184;EXPORT;EQUIPEMENT_MEDICAL;76;23653.05;1797631.8;EUR;Maroc;Allemagne;ROUTIER;2886;9281.33;MOYEN;NORMALE;2025-06-03;ETE;7;2025-06-10;5;2025-06-08;0
IMP-00185;IMPORT;COSMETIQUE;585;496.32;290347.2;EUR;Allemagne;Maroc;MARITIME;2696;1018.33;FAIBLE;NORMALE;2023-07-02;ETE;13;2023-07-15;12;2023-07-14;0
EXP-00186;EXPORT;COSMETIQUE;3173;231.48;734486.04;MAD;Maroc;Corée du Sud;MARITIME;11418;4079.13;MOYEN;NORMALE;2022-10-19;AUTOMNE;29;2022-11-17;28;2022-11-16;0
IMP-00187;IMPORT;TEXTILE;3855;324.72;1251795.6;USD;Canada;Maroc;AERIEN;6210;8180.84;MOYEN;URGENTE;2025-04-06;PRINTEMPS;4;2025-04-10;3;2025-04-09;0
IMP-00188;IMPORT;AGRICOLE;6131;268.78;1647890.18;MAD;Japon;Maroc;MARITIME;10978;93759.11;ELEVE;NORMALE;2023-11-23;AUTOMNE;27;2023-12-20;34;2023-12-27;1
IMP-00189;IMPORT;PHARMACEUTIQUE;1352;876.93;1185609.36;USD;Émirats arabes unis;Maroc;MARITIME;5756;2378.66;FAIBLE;NORMALE;2023-02-19;HIVER;17;2023-03-08;15;2023-03-06;0
IMP-00190;IMPORT;TEXTILE;879;20.52;18037.08;EUR;Portugal;Maroc;ROUTIER;867;1303.33;MOYEN;NORMALE;2025-12-03;HIVER;3;2025-12-06;2;2025-12-05;0
IMP-00191;IMPORT;TEXTILE;1975;203.87;402643.25;MAD;Royaume-Uni;Maroc;ROUTIER;2209;4382.95;ELEVE;NORMALE;2025-11-22;AUTOMNE;5;2025-11-27;5;2025-11-27;0
IMP-00192;IMPORT;ALIMENTAIRE;7710;55.92;431143.2;USD;Japon;Maroc;AERIEN;11786;17640.04;MOYEN;NORMALE;2024-12-22;HIVER;6;2024-12-28;7;2024-12-29;1
EXP-00193;EXPORT;COSMETIQUE;2676;397.63;1064057.88;EUR;Maroc;Pays-Bas;ROUTIER;2638;1426.8;MOYEN;NORMALE;2025-04-22;PRINTEMPS;6;2025-04-28;9;2025-05-01;1
IMP-00194;IMPORT;EQUIPEMENT_MEDICAL;265;6065.07;1607243.55;USD;Chine;Maroc;AERIEN;10146;15652.7;MOYEN;NORMALE;2023-09-10;AUTOMNE;5;2023-09-15;5;2023-09-15;0
IMP-00195;IMPORT;MACHINES;17;41749.63;709743.71;MAD;Pays-Bas;Maroc;ROUTIER;2579;28661.96;FAIBLE;NORMALE;2024-12-17;HIVER;5;2024-12-22;5;2024-12-22;0
IMP-00196;IMPORT;ELECTRONIQUE;981;7124.68;6989311.08;EUR;France;Maroc;ROUTIER;2026;4024.28;MOYEN;NORMALE;2023-06-21;ETE;5;2023-06-26;4;2023-06-25;0
EXP-00197;EXPORT;MATERIAUX_CONSTRUCTION;1936;422.33;817630.88;EUR;Maroc;Espagne;ROUTIER;1004;158298.41;MOYEN;URGENTE;2022-06-21;ETE;3;2022-06-24;1;2022-06-22;0
IMP-00198;IMPORT;TEXTILE;3659;75.67;276876.53;EUR;Italie;Maroc;MARITIME;2102;6863.04;MOYEN;NORMALE;2023-05-04;PRINTEMPS;10;2023-05-14;14;2023-05-18;1
EXP-00199;EXPORT;MACHINES;17;76228.76;1295888.92;EUR;Maroc;Allemagne;ROUTIER;2865;29805.2;ELEVE;NORMALE;2023-12-12;HIVER;6;2023-12-18;9;2023-12-21;1
IMP-00200;IMPORT;AGRICOLE;8868;111.24;986476.32;USD;Royaume-Uni;Maroc;ROUTIER;2315;89498.32;MOYEN;NORMALE;2025-07-09;ETE;5;2025-07-14;6;2025-07-15;1
IMP-00201;IMPORT;ELECTRONIQUE;493;3339.39;1646319.27;EUR;Italie;Maroc;MARITIME;2129;3633.31;FAIBLE;URGENTE;2022-04-01;PRINTEMPS;12;2022-04-13;12;2022-04-13;0
EXP-00202;EXPORT;TEXTILE;4782;198.95;951378.9;MAD;Maroc;Belgique;ROUTIER;2600;7440.4;ELEVE;URGENTE;2024-05-02;PRINTEMPS;5;2024-05-07;4;2024-05-06;0
EXP-00203;EXPORT;MATERIAUX_CONSTRUCTION;985;35.78;35243.3;EUR;Maroc;Espagne;ROUTIER;1006;23702.8;MOYEN;NORMALE;2023-09-29;AUTOMNE;3;2023-10-02;3;2023-10-02;0
IMP-00204;IMPORT;ELECTRONIQUE;964;3749.32;3614344.48;EUR;Allemagne;Maroc;MARITIME;2757;1870.82;ELEVE;URGENTE;2025-01-24;HIVER;13;2025-02-06;11;2025-02-04;0
IMP-00205;IMPORT;MATERIAUX_CONSTRUCTION;537;851.24;457115.88;EUR;Italie;Maroc;ROUTIER;2304;51719.86;MOYEN;NORMALE;2023-09-22;AUTOMNE;6;2023-09-28;5;2023-09-27;0
IMP-00206;IMPORT;TEXTILE;4240;84.09;356541.6;USD;Japon;Maroc;MARITIME;11011;10506.26;MOYEN;URGENTE;2024-07-27;ETE;28;2024-08-24;41;2024-09-06;1
EXP-00207;EXPORT;AGRICOLE;4955;73.92;366273.6;EUR;Maroc;Pays-Bas;MARITIME;2505;93562.21;FAIBLE;NORMALE;2024-03-15;PRINTEMPS;12;2024-03-27;15;2024-03-30;1
EXP-00208;EXPORT;AGRICOLE;4841;256.48;1241619.68;EUR;Maroc;Belgique;ROUTIER;2577;9635.2;MOYEN;NORMALE;2023-03-02;PRINTEMPS;6;2023-03-08;9;2023-03-11;1
EXP-00209;EXPORT;MATERIAUX_CONSTRUCTION;150;1360.82;204123.0;EUR;Maroc;Portugal;ROUTIER;944;4457.38;MOYEN;NORMALE;2023-05-24;PRINTEMPS;3;2023-05-27;3;2023-05-27;0
IMP-00210;IMPORT;AUTOMOBILE;143;1070.85;153131.55;MAD;France;Maroc;MARITIME;2037;5814.04;FAIBLE;NORMALE;2022-09-06;AUTOMNE;10;2022-09-16;10;2022-09-16;0
EXP-00211;EXPORT;ALIMENTAIRE;2006;136.24;273297.44;USD;Maroc;États-Unis;MARITIME;6391;16705.35;MOYEN;NORMALE;2025-08-15;ETE;21;2025-09-05;21;2025-09-05;0
EXP-00212;EXPORT;MACHINES;28;91288.9;2556089.2;EUR;Maroc;Allemagne;ROUTIER;2785;16414.0;MOYEN;NORMALE;2024-02-23;HIVER;6;2024-02-29;5;2024-02-28;0
IMP-00213;IMPORT;COSMETIQUE;1224;215.43;263686.32;EUR;Belgique;Maroc;ROUTIER;2574;1595.08;ELEVE;NORMALE;2022-05-05;PRINTEMPS;6;2022-05-11;5;2022-05-10;0
EXP-00214;EXPORT;EQUIPEMENT_MEDICAL;262;9987.33;2616680.46;EUR;Maroc;Pays-Bas;ROUTIER;2477;10723.7;FAIBLE;URGENTE;2025-01-20;HIVER;6;2025-01-26;5;2025-01-25;0
IMP-00215;IMPORT;TEXTILE;2130;335.29;714167.7;EUR;Allemagne;Maroc;MARITIME;2889;1859.34;FAIBLE;URGENTE;2025-04-11;PRINTEMPS;14;2025-04-25;13;2025-04-24;0
IMP-00216;IMPORT;EQUIPEMENT_MEDICAL;167;24283.2;4055294.4;EUR;Italie;Maroc;ROUTIER;2291;17500.79;MOYEN;URGENTE;2022-12-22;HIVER;5;2022-12-27;7;2022-12-29;1
EXP-00217;EXPORT;AGRICOLE;1121;31.63;35457.23;EUR;Maroc;Allemagne;ROUTIER;2721;5387.46;FAIBLE;URGENTE;2025-01-15;HIVER;5;2025-01-20;4;2025-01-19;0
IMP-00218;IMPORT;EQUIPEMENT_MEDICAL;365;27558.11;10058710.15;MAD;Allemagne;Maroc;MARITIME;2897;42437.74;ELEVE;NORMALE;2022-05-02;PRINTEMPS;13;2022-05-15;16;2022-05-18;1
IMP-00219;IMPORT;COSMETIQUE;4091;328.1;1342257.1;EUR;Allemagne;Maroc;MARITIME;2931;1594.24;ELEVE;NORMALE;2023-10-23;AUTOMNE;13;2023-11-05;16;2023-11-08;1
EXP-00220;EXPORT;ALIMENTAIRE;529;142.57;75419.53;EUR;Maroc;Allemagne;AERIEN;2770;5024.04;ELEVE;NORMALE;2025-11-11;AUTOMNE;3;2025-11-14;3;2025-11-14;0
IMP-00221;IMPORT;AGRICOLE;2804;102.69;287942.76;USD;Émirats arabes unis;Maroc;MARITIME;5908;4880.56;MOYEN;URGENTE;2025-08-02;ETE;19;2025-08-21;18;2025-08-20;0
IMP-00222;IMPORT;AUTOMOBILE;265;3496.56;926588.4;EUR;Belgique;Maroc;MARITIME;2572;9459.87;FAIBLE;NORMALE;2024-07-03;ETE;11;2024-07-14;10;2024-07-13;0
EXP-00223;EXPORT;AGRICOLE;9970;197.04;1964488.8;EUR;Maroc;Espagne;ROUTIER;966;137643.59;ELEVE;NORMALE;2023-12-21;HIVER;4;2023-12-25;5;2023-12-26;1
IMP-00224;IMPORT;TEXTILE;4581;472.08;2162598.48;EUR;Turquie;Maroc;AERIEN;4427;13451.28;ELEVE;NORMALE;2024-02-08;HIVER;4;2024-02-12;6;2024-02-14;1
IMP-00225;IMPORT;MACHINES;27;97567.85;2634331.95;EUR;Espagne;Maroc;MARITIME;1005;22898.58;MOYEN;NORMALE;2022-11-18;AUTOMNE;8;2022-11-26;6;2022-11-24;0
IMP-00226;IMPORT;MACHINES;1;45622.57;45622.57;EUR;France;Maroc;ROUTIER;2032;624.37;FAIBLE;NORMALE;2024-10-02;AUTOMNE;5;2024-10-07;6;2024-10-08;1
EXP-00227;EXPORT;AGRICOLE;4841;31.89;154379.49;EUR;Maroc;Royaume-Uni;MARITIME;2228;53123.66;MOYEN;NORMALE;2023-09-24;AUTOMNE;11;2023-10-05;14;2023-10-08;1
IMP-00228;IMPORT;TEXTILE;802;340.71;273249.42;EUR;Allemagne;Maroc;MARITIME;2776;1959.87;FAIBLE;NORMALE;2025-03-01;PRINTEMPS;13;2025-03-14;11;2025-03-12;0
IMP-00229;IMPORT;PHARMACEUTIQUE;696;406.91;283209.36;USD;Royaume-Uni;Maroc;ROUTIER;2193;1193.77;MOYEN;NORMALE;2024-08-30;ETE;5;2024-09-04;4;2024-09-03;0
IMP-00230;IMPORT;AUTOMOBILE;139;309.11;42966.29;EUR;Italie;Maroc;ROUTIER;2240;1217.43;ELEVE;NORMALE;2022-12-21;HIVER;5;2022-12-26;5;2022-12-26;0
EXP-00231;EXPORT;COSMETIQUE;4622;169.8;784815.6;USD;Maroc;Chine;AERIEN;9958;2720.47;MOYEN;NORMALE;2022-06-28;ETE;5;2022-07-03;5;2022-07-03;0
IMP-00232;IMPORT;TEXTILE;4709;394.18;1856193.62;USD;Émirats arabes unis;Maroc;AERIEN;6220;11201.12;ELEVE;NORMALE;2025-03-06;PRINTEMPS;4;2025-03-10;4;2025-03-10;0
EXP-00233;EXPORT;EQUIPEMENT_MEDICAL;316;20583.98;6504537.68;EUR;Maroc;Allemagne;MARITIME;2771;19136.05;MOYEN;NORMALE;2023-07-19;ETE;12;2023-07-31;11;2023-07-30;0
EXP-00234;EXPORT;AGRICOLE;2109;291.89;615596.01;EUR;Maroc;Belgique;MARITIME;2450;9940.89;MOYEN;NORMALE;2023-09-13;AUTOMNE;12;2023-09-25;16;2023-09-29;1
EXP-00235;EXPORT;AGRICOLE;8962;260.82;2337468.84;MAD;Maroc;Turquie;MARITIME;4507;147479.97;MOYEN;NORMALE;2023-03-09;PRINTEMPS;17;2023-03-26;15;2023-03-24;0
IMP-00236;IMPORT;AUTOMOBILE;867;382.37;331514.79;EUR;Italie;Maroc;ROUTIER;2101;3705.59;FAIBLE;NORMALE;2022-03-01;PRINTEMPS;5;2022-03-06;3;2022-03-04;0
IMP-00237;IMPORT;AGRICOLE;7808;57.39;448101.12;EUR;Pays-Bas;Maroc;ROUTIER;2623;136136.53;FAIBLE;URGENTE;2022-03-04;PRINTEMPS;6;2022-03-10;5;2022-03-09;0
IMP-00238;IMPORT;EQUIPEMENT_MEDICAL;404;28965.07;11701888.28;USD;Canada;Maroc;MARITIME;6088;51969.8;MOYEN;NORMALE;2022-04-12;PRINTEMPS;20;2022-05-02;20;2022-05-02;0
IMP-00239;IMPORT;ALIMENTAIRE;638;37.45;23893.1;MAD;Corée du Sud;Maroc;MARITIME;11487;3931.21;MOYEN;NORMALE;2024-08-28;ETE;32;2024-09-29;32;2024-09-29;0
EXP-00240;EXPORT;MATERIAUX_CONSTRUCTION;1738;1254.74;2180738.12;USD;Maroc;Corée du Sud;AERIEN;10458;105194.67;ELEVE;URGENTE;2024-08-13;ETE;6;2024-08-19;9;2024-08-22;1
EXP-00241;EXPORT;MACHINES;36;65856.5;2370834.0;EUR;Maroc;Espagne;MARITIME;976;62276.71;ELEVE;NORMALE;2022-08-10;ETE;9;2022-08-19;7;2022-08-17;0
EXP-00242;EXPORT;ALIMENTAIRE;917;100.03;91727.51;USD;Maroc;Corée du Sud;MARITIME;10735;9147.26;MOYEN;NORMALE;2024-04-07;PRINTEMPS;29;2024-05-06;41;2024-05-18;1
IMP-00243;IMPORT;MATERIAUX_CONSTRUCTION;1357;1574.1;2136053.7;MAD;Corée du Sud;Maroc;MARITIME;11189;123649.86;ELEVE;URGENTE;2025-12-31;HIVER;28;2026-01-28;31;2026-01-31;1
IMP-00244;IMPORT;MACHINES;84;13483.48;1132612.32;USD;Corée du Sud;Maroc;MARITIME;11269;62395.42;MOYEN;NORMALE;2023-06-14;ETE;28;2023-07-12;27;2023-07-11;0
IMP-00245;IMPORT;AUTOMOBILE;522;687.1;358666.2;MAD;Royaume-Uni;Maroc;ROUTIER;2307;35699.1;ELEVE;NORMALE;2022-04-20;PRINTEMPS;5;2022-04-25;4;2022-04-24;0
EXP-00246;EXPORT;ALIMENTAIRE;1824;75.7;138076.8;USD;Maroc;Canada;AERIEN;5806;11644.64;FAIBLE;NORMALE;2022-10-21;AUTOMNE;4;2022-10-25;3;2022-10-24;0
IMP-00247;IMPORT;COSMETIQUE;3617;207.66;751106.22;USD;Japon;Maroc;MARITIME;11366;6989.45;FAIBLE;NORMALE;2022-06-30;ETE;29;2022-07-29;29;2022-07-29;0
IMP-00248;IMPORT;AUTOMOBILE;241;3498.27;843083.07;USD;Corée du Sud;Maroc;MARITIME;10592;8456.84;MOYEN;NORMALE;2022-02-06;HIVER;27;2022-03-05;39;2022-03-17;1
EXP-00249;EXPORT;ALIMENTAIRE;6115;149.44;913825.6;EUR;Maroc;Portugal;ROUTIER;923;30597.94;ELEVE;URGENTE;2024-12-01;HIVER;3;2024-12-04;3;2024-12-04;0
IMP-00250;IMPORT;MACHINES;92;66801.34;6145723.28;MAD;Espagne;Maroc;ROUTIER;1038;11303.0;MOYEN;NORMALE;2022-02-14;HIVER;4;2022-02-18;4;2022-02-18;0
